address,availability_date,construction_year,floors,current_state,habitable_area,rent,charges,energy_consumption
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/02/2018,"",4,Vernieuwd,80 m2,€ 850 /maand,"",""
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,1960,3,Goede staat,85 m2,€ 850 /maand,"",""
"1130 Bruxelles 13
    
    |
    
      Adres aanvragen","","",2,"",75 m2,€ 845 /maand,€ 5,533 kWu/m2
"place de la patrie 20
    
    | 1030 - Schaarbeek",01/07/2018,2005,3,Goede staat,"",€ 850 /maand,€ 150,""
"RUE ALPHONSE RENARD 14
    
    | 1050 - Ixelles","","",3,Goede staat,100 m2,€ 850 /maand,"",""
"Rue de la jonchaie 2
    bus 1
    | 1040 - Etterbeek",01/07/2018,"",3,Goede staat,90 m2,€ 850 /maand,"",""
"1160 Oudergem
    
    |
    
      Adres aanvragen","","",8,Goede staat,75 m2,€ 850 /maand,€ 170,191 kWu/m2
"avenue Marechal Joffre 132
    
    | 1180 - Ukkel",30/06/2018,"","",Goede staat,85 m2,€ 850 /maand,€ 100,""
"Sippelberglaan 8,
    
    | 1080 - Sint-Jans-Molenbeek",01/07/2018,"","","",90 m2,€ 850 /maand,"",""
"rue de Tervaete 69
    
    | 1040 - Etterbeek",01/07/2018,"",4,Goede staat,75 m2,€ 850 /maand,€ 15,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/04/2018,1955,4,"",70 m2,€ 850 /maand,€ 150,226 kWu/m2
"avenue des Cattleyas 39
    
    | 1150 - St-Pieters-Woluwe",01/06/2018,"",3,Goede staat,90 m2,€ 850 /maand,"",""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",29/04/2018,"","","",77 m2,€ 850 /maand,€ 150,272 kWu/m2
"1160 Oudergem
    
    |
    
      Adres aanvragen",01/04/2018,"",8,"",80 m2,€ 850 /maand,€ 170,191 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1976,14,"",75 m2,€ 850 /maand,€ 120,282 kWu/m2
"Rue Juliette Wytsman 15
    
    | 1050 - Elsene",15/04/2018,"",3,Goede staat,70 m2,€ 850 /maand,€ 108,""
"1160 BRUXELLES
    
    |
    
      Adres aanvragen",15/04/2018,1967,3,"",85 m2,€ 850 /maand,€ 150,""
"adolphe Buyl 176
    
    | 1050 - Bruxelles",24/04/2018,"","",Uitstekende staat,90 m2,€ 850 /maand,"",""
"Avenue de roodebeek 245
    
    | 1030 - Schaarbeek","","","",Goede staat,96 m2,€ 850 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",7,Goede staat,93 m2,€ 850 /maand,€ 250,""
"Avenue du Château 12/22
    
    | 1081 - Koekelberg",01/05/2018,1973,"",Uitstekende staat,73 m2,€ 850 /maand,"",145 kWu/m2
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","","","",74 m2,€ 850 /maand,"",""
"Avenue Oscar Van Goidtsnoven 72
    
    | 1190 - Vorst",01/05/2018,"",4,Uitstekende staat,72 m2,€ 850 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/04/2018,"",3,"",70 m2,€ 850 /maand,€ 150,621 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","","","",110 m2,€ 850 /maand,€ 40,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",3,Goede staat,75 m2,€ 850 /maand,"",""
"1000 Bruxelles
    
    |
    
      Adres aanvragen","","","",Goede staat,80 m2,€ 850 /maand,€ 75,243 kWu/m2
"Chaussée d'Alsemberg 221
    
    | 1190 - Forest",15/05/2018,"","",Goede staat,"",€ 850 /maand,€ 150,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","","",94 m2,€ 850 /maand,€ 150,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","","","",94 m2,€ 850 /maand,€ 150,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",2,Goede staat,75 m2,€ 850 /maand,"",""
"Avenue du Pois de Senteur 176
    
    | 1120 - Neder-over-Heembeek",01/07/2018,"",3,Goede staat,80 m2,€ 850 /maand,"",""
"Chaussée de haecht 199
    
    | 1030 - Schaarbeek","","","","",90 m2,€ 850 /maand,"",""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",2,"",80 m2,€ 850 /maand,"",""
"1060 St-Gillis
    
    |
    
      Adres aanvragen","","","",Vernieuwd,100 m2,€ 850 /maand,"",""
"1082 Berchem-Sainte-Agathe
    
    |
    
      Adres aanvragen",14/03/2018,"",3,"",75 m2,€ 840 /maand,€ 5,278 kWu/m2
"1020 Laeken
    
    |
    
      Adres aanvragen",15/03/2018,"","","","",€ 845 /maand,€ 60,""
"","","","","","","","",""
"rue Cardinal Lavigerie 2
    bus 8
    | 1040 - Etterbeek",01/05/2018,"","","",70 m2,€ 850 /maand,€ 150,""
"Avenue Adolphe Buyl 126
    
    | 1050 - Elsene","","","","",75 m2,€ 850 /maand,€ 120,""
"1200 St-Lambrechts-Woluwe
    
    |
    
      Adres aanvragen","","","","",90 m2,€ 850 /maand,"",""
"Rue Simonis 14B
    
    | 1050 - Ixelles","","","","","",€ 850 /maand,€ 150,""
"Boulevard Louis Schmidt 41
    bus 3
    | 1040 - Etterbeek",15/01/2018,1950,7,Goede staat,93 m2,€ 850 /maand,€ 250,""
"Avenue Georges Henri 196
    
    | 1200 - Woluwe-Saint-Lambert",01/07/2018,1992,3,Uitstekende staat,80 m2,€ 850 /maand,€ 50,277 kWu/m2
"boulevard Lambermont 220 
    bus 0
    | 1030 - Schaarbeek",01/07/2018,2008,6,"",97 m2,€ 850 /maand,€ 120,133 kWu/m2
"Avenue de l'Université 19
    
    | 1050 - Elsene",01/05/2018,1975,4,Goede staat,100 m2,€ 850 /maand,€ 100,326 kWu/m2
"Rue Henri Evenepoel 107
    bus 20
    | 1030 - Schaarbeek",01/06/2018,2012,6,Uitstekende staat,92 m2,€ 860 /maand,€ 180,152 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",10/04/2018,"",10,Vernieuwd,75 m2,€ 850 /maand,€ 150,122 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/04/2018,1974,10,Goede staat,93 m2,€ 850 /maand,€ 215,525 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",06/03/2018,1975,7,Uitstekende staat,100 m2,€ 850 /maand,€ 250,""
"rue de Fierlant 122
    
    | 1190 - Vorst",01/06/2018,1920,4,"",85 m2,€ 850 /maand,€ 25,138 kWu/m2
"","","","","","","","",""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",15/06/2018,1965,7,Uitstekende staat,100 m2,€ 850 /maand,€ 200,""
"Avenue d'Oppem 8
    
    | 1150 - Woluwe-Saint-Pierre",15/06/2018,"","",Goede staat,70 m2,€ 850 /maand,"",""
"Avenue de la Sarriette 34
    
    | 1020 - LAEKEN (BRU.)","","",3,Goede staat,112 m2,€ 850 /maand,€ 85,312 kWu/m2
"rue du noyer 125
    bus 5
    | 1000 - Brussel","","",3,Vernieuwd,63 m2,€ 850 /maand,€ 15,145 kWu/m2
"","","","","","","","",""
"Bld Léopold III 13
    
    | 1030 - Schaarbeek","",1960,8,Goede staat,90 m2,€ 850 /maand,€ 150,""
"","","","","","","","",""
"1020 Laeken
    
    |
    
      Adres aanvragen",01/06/2018,"",1,Goede staat,120 m2,€ 850 /maand,€ 100,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",01/05/2018,1960,7,"",91 m2,€ 850 /maand,"",166 kWu/m2
"Boulevard Lambermont 212
    
    | 1030 - Schaarbeek",01/07/2018,2008,7,Goede staat,100 m2,€ 850 /maand,€ 120,133 kWu/m2
"Avenue Georges Henri 196
    
    | 1200 - Woluwe-Saint-Lambert",01/07/2018,1992,3,Uitstekende staat,80 m2,€ 850 /maand,€ 50,277 kWu/m2
"1150 Woluwe-Saint-Pierre
    
    |
    
      Adres aanvragen",01/07/2018,"",7,"",75 m2,€ 850 /maand,€ 200,247 kWu/m2
"1080 MOLENBEEK-SAINT-JEAN
    
    |
    
      Adres aanvragen",01/06/2018,2005,6,Uitstekende staat,85 m2,€ 850 /maand,€ 100,170 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",3,Goede staat,93 m2,€ 850 /maand,€ 160,318 kWu/m2
"","","","","","","","",""
"rue Albert de Meyer 21
    bus 0
    | 1020 - Laeken","",1930,3,Vernieuwd,70 m2,€ 850 /maand,"",""
"Avenue charles quint 353
    
    | 1083 - Ganshoren","",1970,4,Goede staat,95 m2,€ 850 /maand,€ 60,""
"rue Albert de Meyer 21
    bus 0
    | 1090 - Jette","",1930,3,Vernieuwd,70 m2,€ 850 /maand,"",""
"Ave Joseph Jongen 79
    bus 4
    | 1180 - Ukkel","",1961,2,Uitstekende staat,80 m2,€ 850 /maand,€ 85,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","",1969,8,Uitstekende staat,79 m2,€ 850 /maand,€ 170,191 kWu/m2
"","","","","","","","",""
"1050 Elsene
    
    |
    
      Adres aanvragen","","",6,Uitstekende staat,70 m2,€ 850 /maand,€ 150,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","",1964,7,Uitstekende staat,125 m2,€ 850 /maand,€ 265,307 kWu/m2
"avenue du globe 47
    
    | 1190 - Vorst",01/06/2018,1987,"",Vernieuwd,90 m2,€ 850 /maand,€ 200,""
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/05/2018,2007,8,Uitstekende staat,100 m2,€ 850 /maand,€ 100,192 kWu/m2
"1160 Oudergem
    
    |
    
      Adres aanvragen","",1969,8,Uitstekende staat,79 m2,€ 850 /maand,€ 170,191 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",15/04/2018,"",1,Goede staat,70 m2,€ 850 /maand,€ 108,""
"1150 ---
    
    |
    
      Adres aanvragen",26/04/2018,"",10,Uitstekende staat,75 m2,€ 850 /maand,€ 150,122 kWu/m2
"Avenue Bourgmestre Etienne Demunter 19
    bus 1.1
    | 1090 - Jette","","","","",80 m2,€ 850 /maand,€ 85,""
"1180 Ukkel
    
    |
    
      Adres aanvragen","","",6,Vernieuwd,85 m2,€ 850 /maand,€ 180,291 kWu/m2
"1080 Molenbeek-Saint-Jean
    
    |
    
      Adres aanvragen",01/05/2018,"",4,"",85 m2,€ 850 /maand,€ 160,""
"1060 St-Gilles
    
    |
    
      Adres aanvragen","","",3,Goede staat,85 m2,€ 850 /maand,€ 50,""
"1090 Jette
    
    |
    
      Adres aanvragen",01/07/2018,"",3,"",85 m2,€ 850 /maand,€ 150,17 kWu/m2
"bvd Reyers 161
    
    | 1030 - Schaarbeek","","",3,Uitstekende staat,85 m2,€ 850 /maand,€ 50,""
"1081 Koekelberg
    
    |
    
      Adres aanvragen","","","","",100 m2,€ 850 /maand,€ 125,""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","","",3,Uitstekende staat,80 m2,€ 850 /maand,€ 80,233 kWu/m2
"1000 Brussel
    
    |
    
      Adres aanvragen","","",11,"",86 m2,€ 850 /maand,€ 250,170 kWu/m2
"rue van soust 129
    bus 4
    | 1070 - Anderlecht","","","","",95 m2,€ 850 /maand,€ 150,""
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","",2008,6,Uitstekende staat,96 m2,€ 850 /maand,"",1 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen","","","","",80 m2,€ 850 /maand,€ 150,102 kWu/m2
"Avenue des Anciens Combattants 89
    
    | 1140 - Evere",13/04/2018,1970,11,Uitstekende staat,90 m2,€ 850 /maand,€ 180,""
"Edmond Machtenslaan 157 23
    
    | 1080 - Sint-Jans-Molenbeek","",1970,"",Goede staat,100 m2,€ 850 /maand,"",264 kWu/m2
"Place des Tulipes 11
    
    | 1070 - Anderlecht",01/04/2018,"","","",75 m2,€ 850 /maand,€ 50,""
"Burgemeester Etienne De Munterlaan 33
    bus 1.2
    | 1090 - Jette",13/05/2018,2014,6,"",83 m2,€ 850 /maand,€ 50,""
"Wielemans Ceupenslaan 138
    
    | 1190 - Vorst",01/05/2018,"",1,Uitstekende staat,86 m2,€ 850 /maand,"",""
"Chaussée de Drogenbos 187
    
    | 1180 - Ukkel",15/04/2018,2016,3,Uitstekende staat,90 m2,€ 850 /maand,€ 150,93 kWu/m2
"Place Adolphe Sax 5
    
    | 1050 - Elsene",01/03/2018,"","",Uitstekende staat,81 m2,€ 850 /maand,"",101 kWu/m2
"Tulpenlaan 11 B6
    
    | 1070 - Anderlecht","",2017,"",Goede staat,"",€ 850 /maand,"",""
"Avenue des Champs 112
    
    | 1040 - Etterbeek",01/05/2018,"",3,Vernieuwd,73 m2,€ 850 /maand,€ 50,273 kWu/m2
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",3,Goede staat,95 m2,€ 850 /maand,€ 50,166 kWu/m2
"Boulevard Louis Schmidt 41
    
    | 1040 - Etterbeek",01/04/2018,"",7,Uitstekende staat,93 m2,€ 850 /maand,€ 250,240 kWu/m2
"Boulevard Louis Schmidt 41
    
    | 1040 - Etterbeek",01/04/2018,"",7,Uitstekende staat,93 m2,€ 850 /maand,€ 250,240 kWu/m2
"Avenue de Jette 179
    
    | 1090 - Jette",01/02/2018,"",3,Uitstekende staat,87 m2,€ 850 /maand,"",201 kWu/m2
"1090 Jette
    
    |
    
      Adres aanvragen",01/06/2018,"",2,Vernieuwd,70 m2,€ 850 /maand,€ 20,""
"Avenue de Jette 179
    
    | 1090 - Jette",01/06/2016,"",3,Uitstekende staat,87 m2,€ 850 /maand,"",266 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",01/03/2018,1965,4,Uitstekende staat,75 m2,€ 850 /maand,€ 175,""
"Place houwaert 16
    
    | 1210 - St-Joost-ten-Node",01/03/2018,"",3,"",82 m2,€ 850 /maand,€ 15,209 kWu/m2
"Drève de Nivelles 174
    
    | 1150 - St-Pieters-Woluwe","","",10,"",75 m2,€ 850 /maand,€ 150,122 kWu/m2
"avenue jean baptiste depair 49
    
    | 1020 - Laeken","",1930,"","",70 m2,€ 850 /maand,€ 35,""
"Rue Maurice-Albert Raskin 31
    
    | 1070 - Anderlecht","","","","",85 m2,€ 850 /maand,"",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",95 m2,€ 850 /maand,€ 110,""
"1000 BRUXELLES
    
    |
    
      Adres aanvragen","","",10,"",95 m2,€ 850 /maand,€ 200,""
"1140 Evere
    
    |
    
      Adres aanvragen",01/05/2018,1980,7,"",85 m2,€ 850 /maand,€ 150,169 kWu/m2
"1030 Schaarbeek
    
    |
    
      Adres aanvragen",03/03/2018,"",8,"",120 m2,€ 850 /maand,€ 200,293 kWu/m2
"1190 Vorst
    
    |
    
      Adres aanvragen",08/07/2018,"","",Vernieuwd,85 m2,€ 850 /maand,€ 150,""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen",01/04/2018,2018,3,"",95 m2,€ 850 /maand,€ 110,""
"1150 SINT-PIETERS-WOLUWE
    
    |
    
      Adres aanvragen","","",6,"",75 m2,€ 850 /maand,€ 160,262 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen","","",4,"",75 m2,€ 850 /maand,€ 120,320 kWu/m2
"1060 Saint-Gilles
    
    |
    
      Adres aanvragen",01/04/2018,"","","",60 m2,€ 850 /maand,€ 150,183 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,"",3,"",65 m2,€ 850 /maand,€ 50,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/05/2018,"",7,"",93 m2,€ 850 /maand,€ 250,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1950,5,"",80 m2,€ 850 /maand,€ 150,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","","","",82 m2,€ 850 /maand,€ 180,""
"","","","","","","","",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",7,"",85 m2,€ 850 /maand,€ 250,""
"1050 Elsene
    
    |
    
      Adres aanvragen","",1958,7,"",75 m2,€ 850 /maand,€ 150,597 kWu/m2
"1140 Evere
    
    |
    
      Adres aanvragen",01/06/2018,"","","",75 m2,€ 850 /maand,€ 150,185 kWu/m2
"1060 St-Gillis
    
    |
    
      Adres aanvragen","","","",Vernieuwd,115 m2,€ 850 /maand,"",""
"Avenue le Marinel 21
    
    | 1040 - Etterbeek",01/05/2018,1975,3,Goede staat,80 m2,€ 850 /maand,€ 75,208 kWu/m2
"Lakensestraat 157
    
    | 1000 - Brussel","",2018,"",Uitstekende staat,76 m2,€ 850 /maand,€ 95,""
"","","","","","","","",""
"Terhulpsesteenweg 114
    
    | 1000 - Brussel","",2006,"",Goede staat,85 m2,€ 850 /maand,€ 250,172 kWu/m2
"","","","","","","","",""
"Leopold II Laan 61,
    
    | 1080 - Sint-Jans-Molenbeek",01/06/2018,2012,6,Goede staat,70 m2,€ 850 /maand,€ 85,170 kWu/m2
"","","","","","","","",""
"Boulevard Albert II 51,
    
    | 1030 - Schaarbeek",01/07/2018,"","",Goede staat,93 m2,€ 850 /maand,€ 85,169 kWu/m2
"Burgemeester Etienne Demunterlaan 35
    
    | 1090 - Jette",01/07/2018,2014,6,Uitstekende staat,85 m2,€ 850 /maand,€ 75,60 kWu/m2
"Avenue des Croix de Guerre 128
    
    | 1120 - NEDER-OVER-HEEMBEEK (BRU.)","",1970,4,Vernieuwd,85 m2,€ 850 /maand,€ 35,""
"1180 Ukkel
    
    |
    
      Adres aanvragen",15/04/2016,1930,3,Uitstekende staat,80 m2,€ 850 /maand,€ 50,333 kWu/m2
"Rue de l'Intendant 80,
    
    | 1080 - Molenbeek-Saint-Jean","",2012,6,Goede staat,103 m2,€ 850 /maand,€ 170,199 kWu/m2
"Avenue Adolphe Buyl 126
    
    | 1050 - Elsene",28/02/2018,1960,5,Goede staat,75 m2,€ 850 /maand,€ 150,""
"Rue Gaucheret 6,
    
    | 1030 - Schaarbeek","","",3,Goede staat,87 m2,€ 850 /maand,€ 85,""
"Rue des Soldats 50,
    
    | 1082 - Berchem-Sainte-Agathe",01/05/2018,"","",Goede staat,89 m2,€ 850 /maand,€ 85,411 kWu/m2
"Avenue de l'Exposition Universelle 9,10
    
    | 1083 - Ganshoren",01/06/2018,1970,7,Vernieuwd,80 m2,€ 850 /maand,€ 150,198 kWu/m2
"Avenue Gabriel Emile Lebon 27
    
    | 1160 - Auderghem","",1970,"",Goede staat,94 m2,€ 850 /maand,€ 50,572 kWu/m2
"1050 Elsene
    
    |
    
      Adres aanvragen",01/03/2018,"",3,Uitstekende staat,80 m2,€ 850 /maand,€ 70,139 kWu/m2
"Avenue du Prince Héritier 189
    bus 7
    | 1200 - St-Lambrechts-Woluwe",01/05/2018,"",3,Goede staat,90 m2,€ 850 /maand,€ 150,""
"Avenue de Broqueville 235/15
    
    | 1200 - Sint-Lambrechts-Woluwe",09/06/2018,"","",Goede staat,92 m2,€ 850 /maand,€ 150,203 kWu/m2
"1150 St-Pieters-Woluwe
    
    |
    
      Adres aanvragen","",1976,6,Uitstekende staat,80 m2,€ 850 /maand,€ 160,139 kWu/m2
"Rue Beeckmans 68
    
    | 1180 - Ukkel",01/06/2018,1975,4,Goede staat,96 m2,€ 850 /maand,€ 100,""
"Rue Gaucheret 6
    
    | 1030 - Schaarbeek","","","",Uitstekende staat,95 m2,€ 850 /maand,"",161 kWu/m2
"1082 SINT-AGATHA-BERCHEM
    
    |
    
      Adres aanvragen",01/04/2018,"",3,Uitstekende staat,82 m2,€ 850 /maand,"",""
"Avenue de Broqueville 235/12
    
    | 1200 - Sint-Lambrechts-Woluwe",01/06/2018,"","",Goede staat,92 m2,€ 850 /maand,€ 225,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/07/2018,"",6,Vernieuwd,80 m2,€ 860 /maand,"",""
"Avenue Général Molitor 1
    
    | 1040 - Etterbeek",01/04/2018,"",3,Goede staat,62 m2,€ 850 /maand,€ 110,344 kWu/m2
"avenue Alexandre Bertrand 65
    
    | 1190 - Vorst","","","",Uitstekende staat,90 m2,€ 850 /maand,€ 150,""
"Avenue du couronnement 105
    bus 2
    | 1200 - St-Lambrechts-Woluwe",01/05/2018,"",4,"",60 m2,€ 850 /maand,€ 110,""
"1020 Laeken
    
    |
    
      Adres aanvragen","",1950,3,Goede staat,96 m2,€ 850 /maand,€ 100,389 kWu/m2
"Steenweg op Gent 1
    
    | 1080 - St-Jans-Molenbeek","","","",Vernieuwd,95 m2,€ 850 /maand,€ 95,""
"avenue Molière 302
    
    | 1180 - Ukkel",01/07/2018,1958,"","",100 m2,€ 850 /maand,€ 150,""
"Avenue De Fré 110
    bus 9
    | 1180 - Ukkel","","",3,Uitstekende staat,72 m2,€ 850 /maand,€ 125,307 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",31/03/2018,"",2,"",85 m2,€ 850 /maand,€ 30,""
"Boulevard Louis Mettewie 62,
    
    | 1080 - Molenbeek-Saint-Jean","","",8,Goede staat,107 m2,€ 850 /maand,€ 165,175 kWu/m2
"1180 Ukkel
    
    |
    
      Adres aanvragen",01/07/2018,"",4,"",75 m2,€ 850 /maand,€ 150,254 kWu/m2
"","","","","","","","",""
"square de Léopoldville 16
    
    | 1040 - Etterbeek",01/05/2018,1938,"","",75 m2,€ 850 /maand,€ 150,""
"1070 Anderlecht
    
    |
    
      Adres aanvragen","",1930,3,Goede staat,100 m2,€ 850 /maand,€ 5,""
"Roodebeeksteenweg 477
    
    | 1200 - St-Lambrechts-Woluwe","","","","","",€ 850 /maand,"",""
"Araucarialaan 55
    bus 6
    | 1020 - Laeken",01/05/2018,"","","",90 m2,€ 850 /maand,"",90 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",15/02/2018,"",4,Vernieuwd,80 m2,€ 850 /maand,"",""
"1120 Neder-over-Heembeek
    
    |
    
      Adres aanvragen","",1994,3,"",90 m2,€ 850 /maand,€ 50,217 kWu/m2
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/07/2018,1960,3,Goede staat,85 m2,€ 850 /maand,"",""
"place de la patrie 20
    
    | 1030 - Schaarbeek",01/07/2018,2005,3,Goede staat,"",€ 850 /maand,€ 150,""
"RUE ALPHONSE RENARD 14
    
    | 1050 - Ixelles","","",3,Goede staat,100 m2,€ 850 /maand,"",""
"Rue de la jonchaie 2
    bus 1
    | 1040 - Etterbeek",01/07/2018,"",3,Goede staat,90 m2,€ 850 /maand,"",""
"1160 Oudergem
    
    |
    
      Adres aanvragen","","",8,Goede staat,75 m2,€ 850 /maand,€ 170,191 kWu/m2
"rue du Cirque 29
    
    | 1000 - Bruxelles ville","","","","",96 m2,€ 860 /maand,€ 195,212 kWu/m2
"avenue Marechal Joffre 132
    
    | 1180 - Ukkel",30/06/2018,"","",Goede staat,85 m2,€ 850 /maand,€ 100,""
"Sippelberglaan 8,
    
    | 1080 - Sint-Jans-Molenbeek",01/07/2018,"","","",90 m2,€ 850 /maand,"",""
"rue de Tervaete 69
    
    | 1040 - Etterbeek",01/07/2018,"",4,Goede staat,75 m2,€ 850 /maand,€ 15,""
"1040 Etterbeek
    
    |
    
      Adres aanvragen",01/04/2018,1955,4,"",70 m2,€ 850 /maand,€ 150,226 kWu/m2
"avenue des Cattleyas 39
    
    | 1150 - St-Pieters-Woluwe",01/06/2018,"",3,Goede staat,90 m2,€ 850 /maand,"",""
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen",29/04/2018,"","","",77 m2,€ 850 /maand,€ 150,272 kWu/m2
"Place des Carabiniers 20
    bus 11
    | 1030 - Schaarbeek",15/05/2018,"","",Vernieuwd,90 m2,€ 860 /maand,€ 80,204 kWu/m2
"1160 Oudergem
    
    |
    
      Adres aanvragen",01/04/2018,"",8,"",80 m2,€ 850 /maand,€ 170,191 kWu/m2
"1200 Woluwe-Saint-Lambert
    
    |
    
      Adres aanvragen","",1976,14,"",75 m2,€ 850 /maand,€ 120,282 kWu/m2
"","","","","","","","",""
"Rue Juliette Wytsman 15
    
    | 1050 - Elsene",15/04/2018,"",3,Goede staat,70 m2,€ 850 /maand,€ 108,""
"1160 BRUXELLES
    
    |
    
      Adres aanvragen",15/04/2018,1967,3,"",85 m2,€ 850 /maand,€ 150,""
"adolphe Buyl 176
    
    | 1050 - Bruxelles",24/04/2018,"","",Uitstekende staat,90 m2,€ 850 /maand,"",""
"Avenue de roodebeek 245
    
    | 1030 - Schaarbeek","","","",Goede staat,96 m2,€ 850 /maand,"",""
"1040 Etterbeek
    
    |
    
      Adres aanvragen","","",7,Goede staat,93 m2,€ 850 /maand,€ 250,""
"Avenue du Château 12/22
    
    | 1081 - Koekelberg",01/05/2018,1973,"",Uitstekende staat,73 m2,€ 850 /maand,"",145 kWu/m2
"rue Emile Claus 38
    bus 1050
    | 1050 - Elsene","","","","",82 m2,€ 860 /maand,€ 195,""
"1170 Watermaal-Bosvoorde
    
    |
    
      Adres aanvragen","","","","",74 m2,€ 850 /maand,"",""
"Avenue Oscar Van Goidtsnoven 72
    
    | 1190 - Vorst",01/05/2018,"",4,Uitstekende staat,72 m2,€ 850 /maand,"",""
